JVASP-35366,94.223
JVASP-91593,32.215
mp-15895,21.18
JVASP-28732,16.218
JVASP-102790,74.62
JVASP-28943,6.068
JVASP-28858,8.041
JVASP-8146,1.446
JVASP-136338,52.623
JVASP-28650,10.821
JVASP-2427,22.723
JVASP-53457,37.018
mp-554782,18.6
JVASP-28601,6.539
JVASP-114085,35.188
JVASP-100051,41.025
mp-11582,23.97
JVASP-28485,16.76
JVASP-133780,4.359
JVASP-28808,4.488
JVASP-138068,79.138
JVASP-28573,27.542
mp-1071955,4.33
JVASP-28544,49.226
JVASP-115377,62.825
JVASP-10459,0.265
JVASP-28952,10.012
JVASP-10154,127.6
JVASP-28850,19.116
JVASP-29022,13.0
JVASP-141480,7.848
JVASP-8432,39.165
JVASP-28452,13.972
JVASP-28636,18.581
JVASP-28758,16.954
JVASP-28456,30.407
JVASP-35600,111.609
JVASP-108076,91.613
JVASP-86884,95.4
JVASP-29172,48.657
JVASP-104740,103.097
JVASP-5701,230.269
JVASP-8129,5.766
JVASP-22645,38.047
mp-10952,44.23
JVASP-8205,24.169
JVASP-155466,25.538
JVASP-13345,8.246
JVASP-107528,140.362
JVASP-28649,16.091
JVASP-28519,5.095
JVASP-29060,4.555
JVASP-49951,13.67
JVASP-93519,22.152
JVASP-29191,34.037
JVASP-8128,5.766
JVASP-53478,9.529
JVASP-118654,128.537
JVASP-90441,58.209
JVASP-28799,5.49
JVASP-105546,16.9
JVASP-7648,8.081
JVASP-138981,11.99
mp-557892,3.46
JVASP-28721,21.382
JVASP-28436,179.266
JVASP-28864,10.626
JVASP-114179,109.819
JVASP-28740,25.29
JVASP-114076,66.374
JVASP-35723,14.353
JVASP-138353,47.879
JVASP-2463,11.244
JVASP-29053,18.609
JVASP-2050,16.225
JVASP-140485,8.121
JVASP-28402,15.197
JVASP-29173,11.004
JVASP-28676,15.196
JVASP-29188,11.759
JVASP-35695,1.658
JVASP-29109,8.702
JVASP-78940,52.102
JVASP-149749,205.392
JVASP-29202,31.946
JVASP-8806,19.432
JVASP-115839,22.088
JVASP-104689,63.157
JVASP-28720,5.214
JVASP-78710,131.36
JVASP-106090,10.461
JVASP-3420,28.352
mp-28007,59.7
JVASP-8664,4.757
JVASP-138933,22.01
JVASP-28974,31.368
JVASP-31191,11.188
JVASP-8399,248.254
JVASP-28420,14.626
JVASP-28461,32.819
JVASP-2802,93.462
JVASP-106741,41.309
JVASP-28964,2.422
JVASP-99452,162.644
JVASP-15940,90.806
JVASP-10591,16.11
JVASP-53186,32.592
JVASP-107271,0.0
JVASP-28965,5.076
JVASP-7671,28.081
JVASP-57072,2.25
JVASP-145844,7.865
JVASP-28579,11.679
mp-539,15.46
mp-1106183,3.37
mp-9248,10.98
JVASP-123964,3.65
JVASP-100325,113.131
JVASP-110952,197.407
JVASP-28647,3.872
JVASP-95,20.485
JVASP-28543,0.7
JVASP-139035,79.926
JVASP-3207,32.606
JVASP-28465,4.828
JVASP-5482,52.094
JVASP-29171,5.314
JVASP-155416,46.647
JVASP-106072,20.987
JVASP-22618,16.264
JVASP-29144,9.954
JVASP-53468,16.154
JVASP-53582,28.793
JVASP-28672,22.687
JVASP-28841,42.816
JVASP-28532,20.861
JVASP-118943,35.74
JVASP-13292,8.667
JVASP-80727,15.068
JVASP-137800,6.472
JVASP-119219,7.808
JVASP-12862,48.762
JVASP-22592,108.862
JVASP-63485,39.951
JVASP-28484,11.344
JVASP-81505,115.279
JVASP-9617,154.753
JVASP-133990,35.806
mp-1191234,5.2
JVASP-29071,17.212
JVASP-135009,3.055
mp-4309,16.6
JVASP-22637,39.658
JVASP-114036,76.197
JVASP-29064,34.179
JVASP-28538,19.102
JVASP-53498,46.556
mp-3345,80.01
mp-4899,99.0
JVASP-110202,9.72
JVASP-9793,26.157
JVASP-28597,12.563
JVASP-70868,5.072
mp-6356,26.98
JVASP-8828,48.002
JVASP-135982,186.558
JVASP-115380,236.687
JVASP-29024,0.0
mp-12459,7.58
JVASP-7723,12.17
mp-571452,26.8
JVASP-34317,36.963
JVASP-114300,143.574
JVASP-8130,26.404
JVASP-29145,17.669
mp-1195603,6.25
JVASP-104665,53.914
JVASP-135069,0.338
JVASP-108719,78.777
JVASP-28909,4.652
mp-20790,15.12
JVASP-10499,8.218
JVASP-231,28.206
JVASP-114591,131.468
JVASP-108734,38.452
mp-18625,75.6
JVASP-9605,27.826
JVASP-29148,5.1
JVASP-94963,5.88
mp-542199,23.07
JVASP-28753,2.937
JVASP-28453,12.781
JVASP-8143,10.944
JVASP-9152,0.0
JVASP-1519,85.354
JVASP-155455,25.438
JVASP-69143,35.827
JVASP-28490,22.506
mp-9946,12.35
JVASP-106296,31.827
mp-5342,14.1
JVASP-7685,189.744
JVASP-28802,25.186
JVASP-10705,10.973
JVASP-28550,19.875
JVASP-8795,37.694
mp-10519,59.27
JVASP-111042,13.81
JVASP-10662,41.506
JVASP-150952,7.455
JVASP-28822,2.945
JVASP-2088,1.867
JVASP-78632,1.835
JVASP-28616,13.874
mp-5782,4.88
mp-5048,50.4
JVASP-28393,25.788
JVASP-29160,6.632
JVASP-28725,16.945
JVASP-13318,13.694
JVASP-79757,13.933
JVASP-36357,97.19
JVASP-8397,33.538
JVASP-28670,2.748
JVASP-115831,8.344
mp-1079541,32.62
JVASP-28956,12.862
JVASP-28866,27.163
JVASP-28578,7.817
JVASP-28818,22.135
JVASP-34704,155.887
JVASP-29017,17.921
JVASP-28917,19.052
JVASP-105953,63.54
mp-1188784,4.78
JVASP-28476,39.695
JVASP-91554,12.694
mp-3934,6.79
JVASP-110235,46.769
JVASP-78868,8.365
JVASP-9085,0.203
mp-30908,55.505
JVASP-28750,22.638
JVASP-28901,10.155
JVASP-13262,11.0
mp-977414,10.06
JVASP-28455,38.171
JVASP-10663,24.442
JVASP-142476,2.619
JVASP-100633,85.963
JVASP-149467,26.991
JVASP-28744,2.539
JVASP-63144,36.152
JVASP-53578,18.108
JVASP-29152,20.808
JVASP-11200,40.668
JVASP-28935,6.572
JVASP-8811,6.857
JVASP-8369,15.442
JVASP-8071,55.138
mp-17945,74.7
JVASP-34040,201.49
JVASP-347,44.639
JVASP-112713,10.876
JVASP-28784,9.786
JVASP-35738,17.01
JVASP-28356,70.458
JVASP-53435,2.624
JVASP-138197,43.89
JVASP-2418,34.735
JVASP-14923,16.201
JVASP-93515,24.678
JVASP-119963,13.616
JVASP-28769,7.808
JVASP-28846,12.957
JVASP-13373,15.457
JVASP-29018,4.907
JVASP-91523,7.912
JVASP-29164,46.649
JVASP-12878,30.112
JVASP-51,25.701
JVASP-28481,23.658
JVASP-79760,9.277
JVASP-28376,14.496
JVASP-28514,9.224
JVASP-28771,5.002
JVASP-101688,24.823
JVASP-28737,3.434
JVASP-29165,18.161
JVASP-120361,1.23
JVASP-151736,0.0
JVASP-28572,17.202
JVASP-102644,22.368
JVASP-28559,23.173
JVASP-12851,22.585
JVASP-8371,75.901
JVASP-13307,11.202
JVASP-136440,22.366
JVASP-28517,8.483
JVASP-10153,25.881
JVASP-121149,107.858
JVASP-28722,24.2
JVASP-80721,12.316
mp-15252,46.14
mp-542200,14.51
mp-555874,98.2
JVASP-28503,9.0
JVASP-53358,8.874
JVASP-28580,16.68
mp-1078292,25.42
JVASP-29063,9.625
JVASP-91938,23.417
JVASP-139544,36.163
JVASP-10587,26.978
JVASP-87331,62.462
JVASP-29056,12.813
JVASP-91730,128.499
JVASP-151559,22.775
JVASP-13856,29.426
JVASP-3192,20.395
JVASP-141172,56.078
JVASP-120400,16.885
JVASP-13351,11.57
JVASP-57433,13.651
JVASP-149746,164.323
JVASP-115047,46.274
JVASP-28831,14.655
JVASP-28646,21.955
JVASP-13969,15.957
JVASP-35971,32.647
JVASP-117629,126.808
JVASP-28702,7.583
mp-555186,12.84
JVASP-10125,21.17
JVASP-91552,17.601
JVASP-114029,7.069
mp-4452,15.83
JVASP-134136,8.777
JVASP-2550,13.956
mp-1189383,7.64
mp-9538,35.285
JVASP-109174,48.064
JVASP-101216,118.606
JVASP-100024,76.357
JVASP-53575,22.608
JVASP-104658,12.523
JVASP-147080,7.589
JVASP-110236,68.056
JVASP-28669,4.771
mp-5756,54.666
JVASP-91738,4.901
mp-1189702,12.02
JVASP-14999,117.031
JVASP-111382,85.824
mp-10695,15.29
mp-8258,6.13
mp-1103351,7.6
JVASP-78795,46.14
JVASP-34521,32.773
JVASP-29070,13.152
JVASP-28931,32.518
JVASP-29105,8.356
JVASP-140482,7.757
JVASP-28742,8.235
JVASP-117915,47.561
mp-11175,10.42
JVASP-107148,28.648
JVASP-102714,8.83
JVASP-85704,6.012
JVASP-152643,75.581
JVASP-28466,14.695
JVASP-134861,12.591
mp-558807,26.66
JVASP-78893,152.637
mp-9900,17.82
JVASP-117618,17.064
JVASP-290,10.823
JVASP-138544,95.524
JVASP-118795,1.23
JVASP-53646,139.618
JVASP-91686,39.915
mp-27171,22.29
JVASP-12952,16.769
JVASP-91537,128.489
JVASP-29013,12.374
JVASP-28683,16.12
mp-30311,16.28
mp-30126,7.16
mp-5518,45.2
JVASP-2619,40.572
JVASP-28675,2.97
JVASP-92240,32.155
JVASP-103042,108.512
JVASP-28891,68.799
JVASP-93516,8.259
JVASP-102756,91.107
JVASP-28897,20.895
JVASP-155465,20.773
JVASP-28896,3.471
mp-1189914,11.6
JVASP-99579,35.232
JVASP-53450,29.725
JVASP-28417,27.859
JVASP-28512,25.797
JVASP-29135,19.512
JVASP-3954,64.251
JVASP-114033,223.997
JVASP-107250,11.841
mp-12532,8.74
JVASP-28698,39.533
JVASP-86789,0.701
JVASP-9732,2.923
JVASP-133966,195.336
JVASP-28422,48.951
JVASP-93520,21.542
JVASP-28509,17.828
JVASP-29104,19.365
JVASP-13309,9.819
JVASP-12975,19.599
JVASP-28748,15.074
JVASP-120247,81.811
JVASP-28574,25.773
JVASP-63457,24.045
JVASP-22664,82.937
JVASP-8370,3.992
JVASP-53411,32.1
mp-17756,8.43
JVASP-29484,48.737
JVASP-36659,26.416
JVASP-28634,9.174
JVASP-28628,21.625
JVASP-40205,201.492
JVASP-8214,85.275
JVASP-2724,6.365
mp-4809,25.15
JVASP-28751,0.465
JVASP-110951,80.807
JVASP-28811,3.618
JVASP-9097,0.008
JVASP-39536,17.988
JVASP-138676,29.405
JVASP-40189,17.712
JVASP-53637,56.956
JVASP-28765,3.44
JVASP-108043,24.571
JVASP-28403,27.406
JVASP-136948,4.106
JVASP-33035,30.942
JVASP-28520,8.333
mp-9330,0.95
JVASP-101472,37.849
JVASP-114604,66.126
mp-3647,12.86
JVASP-28495,22.826
JVASP-120332,2.689
JVASP-8120,4.754
JVASP-2448,45.826
JVASP-53462,44.292
JVASP-10126,107.907
JVASP-13322,10.702
JVASP-110983,168.693
JVASP-91926,5.931
JVASP-91524,17.733
JVASP-28801,10.826
JVASP-28868,9.995
JVASP-8047,25.312
JVASP-70913,42.785
JVASP-113049,12.162
JVASP-102168,153.067
JVASP-81502,57.232
mp-1191072,20.6
JVASP-136536,36.264
JVASP-149658,164.281
JVASP-34295,24.034
JVASP-4358,28.793
JVASP-29174,20.638
JVASP-28478,22.898
JVASP-123967,6.704
JVASP-7634,83.184
JVASP-28462,9.748
JVASP-86187,0.701
JVASP-150032,28.326
JVASP-28807,3.345
mp-1103730,24.9
JVASP-155407,22.901
JVASP-117751,184.848
JVASP-28761,0.301
JVASP-108927,9.018
JVASP-109126,41.005
JVASP-29193,21.134
JVASP-29054,8.482
JVASP-91659,57.005
JVASP-31163,37.044
JVASP-12383,28.453
JVASP-9599,29.442
JVASP-106067,38.066
